name_x,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name,idProduct,name_y,code,idExpansion,idMetacard,idCategory,avg,low,trend,avg1,avg7,avg30
FrosVelgrmon,Digimon,BT8-031,6.0,11.0,4.0,Blue,,,Blue,,Giant Bird,,,12000.0,Virus,r,,,"[When Digivolving] Trash the top digivolution card of 1 of your opponent's Digimon. Then, return 1 of your opponent's Digimon with no digivolution cards to its owner's hand.
[Opponent's Turn] All of your opponent's Digimon gain ""[When Attacking] Trash the bottom digivolution card of this Digimon.""",,,Digimon Card Game,frosvelgrmon-bt8-031,2024-05-27 15:14:30,FrosVelgrmon,268867.0,['BT-08: Booster New Awakening'],653603.0,FrosVelgrmon (BT8-031),BT8-031,5027.0,407208.0,1611.0,0.07,0.02,0.22,0.09,0.18,0.13
Frozomon,Digimon,BT8-029,5.0,7.0,3.0,Blue,,,Blue,,Machine,,,7000.0,Virus,c,,,"＜Blocker＞ (This Digimon can block in the blocker timing.)
[Your Turn] While your opponent has a Digimon with a digivolution card in play, this Digimon can't attack.","[All Turns] [Once Per Turn] When a digivolution card of an opponent's Digimon is trashed, return 1 of your opponent's level 3 Digimon to its owner's hand.",,Digimon Card Game,frozomon-bt8-029,2024-05-27 15:14:30,Frozomon,268865.0,['BT-08: Booster New Awakening'],653600.0,Frozomon (BT8-029),BT8-029,5027.0,407206.0,1611.0,0.05,0.02,0.05,0.05,0.05,0.04
Fugamon,Digimon,BT4-010,4.0,3.0,1.0,Red,3.0,,Red,,Demon,,Champion,3000.0,Virus,c,Champion,,,,,Digimon Card Game,fugamon-bt4-010,2024-05-27 15:14:30,Fugamon,238088.0,"['BT-04: Booster Great Legend', 'ST-11 Special Entry Pack', 'ST-11: Starter Deck Special Entry Deck']",620393.0,Fugamon (BT4-010),BT4-010,4988.0,405350.0,1611.0,0.04,0.02,0.03,0.03,0.03,0.03
Fujinmon,Digimon,BT9-054,6.0,11.0,3.0,,,,Green,Black,Cyborg,,,11000.0,Vaccine,u,,,"[Hand] [Main] If you have a Digimon with [Justimon] or [Raidenmon] in its name in play, you may pay 1 memory to place this card under that Digimon as its bottom digivolution card.
[When Digivolving] You may trash 1 card with the [Machine] or [Cyborg] trait in your hand to suspend 1 of your opponent's Digimon.",[When Attacking] Suspend 1 of your opponent's Digimon with 5000 DP or less. That Digimon does not unsuspend in your opponent's next unsuspend phase.,,Digimon Card Game,fujinmon-bt9-054,2024-05-27 15:14:30,Fujinmon,277820.0,['BT-09: Booster X Record'],668440.0,Fujinmon (BT9-054),BT9-054,5099.0,410120.0,1611.0,0.04,0.02,0.08,0.2,0.08,0.08
Full Metal Blaze,Option,EX4-067,,8.0,,,,,Blue,,,,,,,C,,,"[Main] Return 2 of your opponent's level 4 or lower Digimon to their owners' hands. Then, if your opponent has 8 or more cards in their hand, return 1 of your opponent's level 6 or higher Digimon to the bottom of its owner's deck.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,full-metal-blaze-ex4-067,2024-05-27 15:14:30,Full Metal Blaze,500305.0,['EX-04: Theme Booster Alternative Being'],717235.0,Full Metal Blaze (EX4-067),EX4-067,5379.0,420593.0,1611.0,0.04,0.02,0.04,0.1,0.04,0.05
Full Moon Blaster,Option,BT4-103,,5.0,,,,,Blue,,,,,,,r,,,"[Main] Return 1 of your opponent's level 5 or lower Digimon to its owner's hand. If your opponent has 8 or more cards in their hand, instead return 1 of your opponent's level 5 or lower Digimon to the bottom of its owner's deck.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,full-moon-blaster-bt4-103,2024-05-27 15:14:30,Full Moon Blaster,238219.0,['BT-04: Booster Great Legend'],650077.0,Full Moon Blaster (BT4-103),BT4-103,4989.0,405443.0,1611.0,0.95,0.19,0.14,0.4,0.56,1.05
Full Moon Meteor Impact,Option,BT13-105,,8.0,,,,,Blue,,,,,,,R,,,"[Main] Return 1 of your opponent's Digimon to its owner's hand. Then, gain 1 memory for every 4 cards in your opponent's hand.",Security Effect [Security] Return 1 of your opponent's Digimon to its owner's hand.,,Digimon Card Game,full-moon-meteor-impact-bt13-105,2024-05-27 15:14:30,Full Moon Meteor Impact,503449.0,['BT-13: Booster Versus Royal Knights'],722227.0,Full Moon Meteor Impact (BT13-105),BT13-105,5394.0,421902.0,1611.0,0.35,0.02,0.47,0.35,0.29,0.32
Fumamon,Digimon,RB1-015,5.0,7.0,3.0,Blue,4.0,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Blue,,Cyborg,,Ultimate,7000.0,Data,R,Ultimate,,"[When Digivolving] Trash the top 3 digivolution cards of 1 of your opponent's Digimon with DP less than or equal to this Digimon's DP. Then, 1 of your opponent's Digimon with no digivolution cards can't attack until the end of their turn.
[All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.",[All Turns] This Digimon gains all effects of cards with [Gammamon] in their names in this Digimon's digivolution cards.,[Digivolve] Lv.4 w/[Gammamon] in name: Cost 3,Digimon Card Game,fumamon-rb1-015,2024-05-27 15:14:30,Fumamon,515154.0,['RB-01: Resurgence Booster'],731710.0,Fumamon (RB1-015),RB1-015,5457.0,424392.0,1611.0,0.46,0.04,0.32,0.46,0.3,0.38
FunBeemon,Digimon,BT18-044,3.0,3.0,1.0,,,[Digivolve] Lv.2 w/[Royal Base] trait: Cost 0,Green,Black,Insectoid,X Antibody,,1000.0,Virus,U,,,"[Security] [All Turns] All of your [Royal Base] trait Digimon get +1000 DP.
[On Play] By placing 1 Digimon card with the [Royal Base] trait in your hand face up as the bottom security card, add your top security card to the hand.",[All Turns] This Digimon gets +1000 DP.,[Digivolve] Lv.2 w/[Royal Base] trait: Cost 0,Digimon Card Game,funbeemon-bt18-044,2024-06-08 12:20:18,FunBeemon - BT18-044,587306.0,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']",793656.0,FunBeemon (BT18-044),BT18-044,5922.0,441309.0,1611.0,0.16,0.02,0.16,0.07,0.14,0.15
FunBeemon,Digimon,BT19-045,3.0,3.0,1.0,,,[Digivolve] Lv.2 w/[Royal Base] trait: Cost 0,Green,Black,Insectoid,X Antibody,,1000.0,Virus,R,,,"[Security] [All Turns] All of your [Royal Base] trait Digimon get +1000 DP.
[Your Turn] When this Digimon would digivolve into a [Royal Base] trait Digimon card, reduce the digivolution cost by 1.",[All Turns] This Digimon gets +1000 DP.,[Digivolve] Lv.2 w/[Royal Base] trait: Cost 0,Digimon Card Game,funbeemon-bt19-045,2024-09-09 08:05:49,FunBeemon - BT19-045,587281.0,"['BT-19: Booster Xros Evolution', 'BT18-19: Special Booster Ver.2.0']",793767.0,FunBeemon (BT19-045),BT19-045,5922.0,441386.0,1611.0,0.3,0.05,0.33,0.42,0.38,0.33
FunBeemon,Digimon,BT23-038,3.0,3.0,1.0,,,[Digivolve] Lv.2 w/[Royal Base]/[CS] trait: Cost 0,Green,Black,Insectoid,X Antibody,,1000.0,Virus,C,,,"[Security] [All Turns] All of your [Royal Base] trait Digimon get +1000 DP.
[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Royal Base] in its text and 1 card with the [CS] trait among them to the hand. Return the rest to the bottom of the deck.",[All Turns] This Digimon gets +1000 DP.,[Digivolve] Lv.2 w/[Royal Base]/[CS] trait: Cost 0,Digimon Card Game,funbeemon-bt23-038,2025-09-30 18:03:53,,,"[""BT-23: Booster Hackers' Slumber""]",851833.0,FunBeemon (BT23-038),BT23-038,6280.0,454919.0,1611.0,0.06,0.02,0.07,0.12,0.08,0.07
Fusionize,Option,BT11-105,,1.0,,,,,Black,,,,,,,u,,,"When you would use this card, if you have a [Snatchmon] in play, reduce the cost by 1.
[Main] By placing 1 [Vemmon] or [Destromon] from your trash under 1 of your Digimon as its bottom digivolution card, you may digivolve 1 of your Digimon into 1 [Destromon] or [Galacticmon] from your trash for its digivolution cost.",Security Effect [Security] You may reveal the top 3 cards of your deck. play 1 [Vemmon] among them without paying the cost. Trash the rest.,,Digimon Card Game,fusionize-bt11-105,2024-05-27 15:14:30,Fusionize,477800.0,['BT-11: Booster Dimensional Phase'],694928.0,Fusionize (BT11-105),BT11-105,5246.0,416354.0,1611.0,0.12,0.02,0.13,0.2,0.11,0.13
Future Potential!,Option,P-156,,2.0,,,,,White,,,,,,,P,,,"While you have a Tamer, you can ignore this card's color requirements.
[Main] Choose 1 Tamer. You may play 1 Digimon card with the same color as the chosen Tamer with a play cost of 3 or less from your hand or trash without paying the cost.","Security Effect [Security] You may play 1 Tamer card from your hand without paying the cost. Then, add this card to your hand.",,Digimon Card Game,possibilities-for-the-future-p-156,2024-05-27 15:14:30,Future Potential! (Store Tournament 2024 Oct. - Dec. Participation Pack),584776.0,[],783641.0,Future Potential! (P-156),P-156,5423.0,438829.0,1611.0,78.0,70.0,75.35,78.0,54.03,51.78
Gabumon,Digimon,P-003,3.0,4.0,0.0,Blue,2.0,,Blue,,Reptile,,Rookie,3000.0,Data,p,Rookie,,[On Play] Trash the bottom digivolution card of 1 of your opponent's Digimon.,,,Digimon Card Game,gabumon-p-003,2024-05-27 15:14:30,Gabumon,229834.0,['PB-12E: Digimon Card Game 2nd Anniversary Set'],621206.0,Gabumon (P-003),P-003,4996.0,405869.0,1611.0,0.1,0.02,0.1,0.2,0.11,0.18
Gabumon,Digimon,P-042,3.0,3.0,0.0,Blue,2.0,,Blue,,Reptile,,Rookie,2000.0,Data,p,Rookie,,[On Play] Reveal the top 5 cards of your deck. Add 1 Tamer card among them to your hand. Place the cards at the bottom of your deck in any order.,,,Digimon Card Game,gabumon-p-042,2024-05-27 15:14:30,Gabumon,249769.0,"['Double Diamond Dash Pack', 'Tamer Battle Pack 17']",621188.0,Gabumon (P-042),P-042,4996.0,405908.0,1611.0,0.21,0.09,0.38,0.1,0.23,0.27
Gabumon,Digimon,ST2-03,3.0,3.0,0.0,Blue,2.0,,Blue,,Reptile,,Rookie,2000.0,Data,u,Rookie,,Inherited Effect [When Attacking] Trash the digivolution card at the bottom of 1 of your opponent's Digimon with a level of 5 or less.,,,Digimon Card Game,gabumon-st2-03,2024-05-27 15:14:30,Gabumon,229775.0,['ST-2: Starter Deck Cocytus Blue'],620960.0,Gabumon (ST2-03),ST2-03,4999.0,405943.0,1611.0,0.04,0.02,0.07,0.05,0.05,0.07
Gabumon,Digimon,ST6-03,3.0,3.0,0.0,Purple,2.0,,Purple,,Reptile,,Rookie,2000.0,Data,c,Rookie,,"Inherited Effect [When Attacking] ＜Draw 1＞ (Draw 1 card from your deck.) Then, trash 1 card in your hand.",,,Digimon Card Game,gabumon-st6-03,2024-05-27 15:14:30,Gabumon,238089.0,['ST-6: Starter Deck Venomous Violet'],621028.0,Gabumon (ST6-03),ST6-03,5003.0,406007.0,1611.0,0.39,0.17,0.19,0.3,0.38,0.72
Gabumon,Digimon,ST8-02,3.0,3.0,0.0,Blue,2.0,,Blue,,Reptile,,Rookie,2000.0,Data,c,Rookie,,"Inherited Effect [All Turns] While you have 8 or more cards in your hand, this Digimon gets +1000 DP.",,,Digimon Card Game,gabumon-st8-02,2024-05-27 15:14:30,Gabumon,247615.0,['ST-8: Starter Deck UlforceVeedramon'],621076.0,Gabumon (ST8-02),ST8-02,5005.0,406034.0,1611.0,0.04,0.02,0.08,0.05,0.09,0.07
Gabumon,Digimon,BT1-029,3.0,3.0,0.0,Blue,2.0,,Blue,,Reptile,,Rookie,1000.0,Data,r,Rookie,,[On Play] ＜Draw 1＞ (Draw 1 card from your deck.).,,,Digimon Card Game,gabumon-bt1-029,2024-05-27 15:14:30,Gabumon - BT1-029,229845.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution', 'Dash Pack Ver. 1.0', ""Tamer's Selection Box DC-1 Grand Prix 2022""]",621173.0,Gabumon (BT1-029),BT1-029,4985.0,405029.0,1611.0,0.62,0.05,0.69,0.5,0.62,0.58
Gabumon,Digimon,BT2-069,3.0,3.0,0.0,Purple,2.0,,Purple,,Reptile,,Rookie,2000.0,Data,c,Rookie,,"Inherited Effect [On Deletion] ＜Draw 2＞ (Draw 2 cards from your deck.) Then, trash 1 card from your hand.",,,Digimon Card Game,gabumon-bt2-069,2024-05-27 15:14:30,Gabumon - BT2-069,230042.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']",650293.0,Gabumon (BT2-069),BT2-069,5007.0,405185.0,1611.0,1.15,0.45,1.14,0.5,1.01,0.91
Gabumon,Digimon,BT4-076,3.0,3.0,0.0,Purple,2.0,,Purple,,Reptile,,Rookie,4000.0,Virus,c,Rookie,,,,,Digimon Card Game,gabumon-bt4-076,2024-05-27 15:14:30,Gabumon,238184.0,['BT-04: Booster Great Legend'],620469.0,Gabumon (BT4-076),BT4-076,4988.0,405416.0,1611.0,0.02,0.02,0.09,0.49,0.08,0.04
Gabumon,Digimon,BT5-020,3.0,3.0,0.0,Blue,2.0,,Blue,,Reptile,,Rookie,2000.0,Data,u,Rookie,,[On Play] Reveal 3 cards from the top of your Deck. Add 1 Digimon card with [Garurumon] in its name (other than [KendoGarurumon]) and 1 Digimon card with [Omnimon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,gabumon-bt5-020,2024-05-27 15:14:30,Gabumon,243535.0,"['BT-05: Booster Battle Of Omni', 'PB-13: Digimon Card Game Royal Knights Binder Set']",650339.0,Gabumon (BT5-020),BT5-020,5013.0,405475.0,1611.0,3.0,2.0,1.82,3.0,3.7,6.4
Gabumon,Digimon,BT6-019,3.0,3.0,0.0,Blue,,,Blue,,Reptile,,,2000.0,Data,u,,,"[All Turns] [Once Per Turn] When you play a Tamer with [Matt Ishida] in its name, gain 1 memory.","[When Attacking] [Once Per Turn] If this Digimon is [Gabumon - Bond of Friendship], you may unsuspend it.",,Digimon Card Game,gabumon-bt6-019,2024-05-27 15:14:30,Gabumon,248022.0,['BT-06: Booster Double Diamond'],650154.0,Gabumon (BT6-019),BT6-019,4993.0,405586.0,1611.0,2.45,1.45,2.14,2.45,2.25,2.92
Gabumon,Digimon,EX1-011,3.0,3.0,0.0,Blue,,,Blue,,Reptile,,,2000.0,Data,u,,,Inherited Effect [When Attacking] [Once Per Turn] Reveal the top 3 cards of your deck. Add 1 Tamer card or 1 Digimon Card with [Gabumon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,gabumon-ex1-011,2024-05-27 15:14:30,Gabumon,253602.0,['EX-01: Theme Booster Classic Collection'],621102.0,Gabumon (EX1-011),EX1-011,4997.0,405804.0,1611.0,4.33,7.5,6.41,7.99,6.0,10.27
Gabumon,Digimon,EX4-039,3.0,3.0,0.0,,,,Black,,Reptile,,,1000.0,Virus,C,,,"[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card with [Garurumon] in its name and 1 Digimon card with [Agumon], [Greymon] or [Omnimon] in its name among them to your hand. Place the rest on top of your deck in any order.","[Your Turn] [Once Per Turn] When one of your other Digimon digivolves, gain 1 memory.",,Digimon Card Game,gabumon-ex4-039,2024-05-27 15:14:30,Gabumon,499135.0,['EX-04: Theme Booster Alternative Being'],716088.0,Gabumon (EX4-039),EX4-039,5379.0,420116.0,1611.0,0.12,0.02,0.1,0.06,0.09,0.11
Gabumon,Digimon,EX9-014,3.0,3.0,0.0,,,[Digivolve] Lv.2 w/[DM] trait: Cost 0,Blue,,Reptile,DM,,1000.0,Data,U,,,"[On Play] Reveal the top 3 cards of your deck. Among them, add 1 card with the [DM] trait to the hand and place 1 card with the [Ver.2] trait face down as the bottom digivolution card of any of your Digimon with the [DM] trait . Return the rest to the bottom of the deck.",＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),[Digivolve] Lv.2 w/[DM] trait: Cost 0,Digimon Card Game,gabumon-ex9-014,2025-04-16 18:00:07,Gabumon,629719.0,['EX-09: Extra Booster Versus Monsters'],825468.0,Gabumon (EX9-014),EX9-014,6142.0,448953.0,1611.0,0.08,0.02,0.1,0.14,0.05,0.06
Gabumon,Digimon,ST16-03,3.0,3.0,0.0,Purple,2.0,[Digivolve] [Tsunomon]: Cost 0,Purple,,Reptile,,Rookie,1000.0,Data,R,Rookie,,"[Start of Your Main Phase] If your opponent has a Digimon, gain 1 memory..","[When Attacking] [Once Per Turn] ＜Draw 1＞ (Draw 1 card from your deck.) Then, trash 1 card from your hand.",[Digivolve] [Tsunomon]: Cost 0,Digimon Card Game,gabumon-st16-03,2024-05-27 15:14:30,Gabumon,519931.0,"['Demo Deck: ST-16', 'ST-16: Starter Deck Wolf of Friendship']",735983.0,Gabumon (ST16-03),ST16-03,5497.0,425488.0,1611.0,2.49,1.3,2.18,2.24,2.15,2.01
Gabumon,Digimon,ST21-10,3.0,3.0,0.0,,,[Digivolve] Lv.2 w/[ADVENTURE] trait: Cost 0,Purple,,Reptile,ADVENTURE,,1000.0,Data,R,,,"[Your Turn] While your opponent has a Digimon with 10000 DP or more, or your Tamers have 3 or more total colors, this Digimon can digivolve into [MetalGarurumon] in the hand for a digivolution cost of 4, ignoring digivolution requirements.","[When Attacking] [Once Per Turn] ＜Draw 1＞ (Draw 1 card from your deck.) Then, trash 1 card in your hand.",[Digivolve] Lv.2 w/[ADVENTURE] trait: Cost 0,Digimon Card Game,gabumon-st21-10,2025-02-10 06:00:17,Gabumon,617903.0,['ST-21: Starter Deck Hero of Hope'],816792.0,Gabumon (ST21-10),ST21-10,6081.0,447080.0,1611.0,0.15,0.02,0.16,0.05,0.14,0.18
Gabumon,Digimon,BT15-020,3.0,3.0,0.0,,,[Digivolve] [Tsunomon]: Cost 0,Blue,,Reptile,,,1000.0,Data,SR,,,"[Start of Your Main Phase] 1 of your Digimon gains ＜Blocker＞ (This Digimon can block in the blocker timing.) until the end of your opponent's turn. Then, if you have a Tamer with [Matt Ishida] in its name, ＜Draw 1＞ (Draw 1 card from your deck.)",[When Attacking] [Once Per Turn] ＜Draw 1＞ (Draw 1 card from your deck.),[Digivolve] [Tsunomon]: Cost 0,Digimon Card Game,gabumon-bt15-020,2024-05-27 15:14:30,Gabumon,537397.0,['BT-15: Booster Exceed Apocalypse'],755516.0,Gabumon (BT15-020),BT15-020,5577.0,430992.0,1611.0,6.8,4.5,7.0,5.8,7.14,6.75
Gabumon,Digimon,BT17-019,3.0,3.0,0.0,,,[Digivolve] [Tsunomon]: Cost 0,Blue,,Reptile,,,1000.0,Data,R,,,"[Start of Your Main Phase] If you have a Tamer with [Matt Ishida] in its name, ＜Draw 1＞ (Draw 1 card from your deck.)",[End of Your Turn] This Digimon and any of your other Digimon may DNA digivolve into a Digimon card in the hand.,[Digivolve] [Tsunomon]: Cost 0,Digimon Card Game,gabumon-bt17-019,2024-05-27 15:14:30,Gabumon,557971.0,['BT-17: Booster Secret Crisis'],777498.0,Gabumon (BT17-019),BT17-019,5797.0,436824.0,1611.0,0.22,0.02,0.19,0.15,0.21,0.19
Gabumon,Digimon,BT22-017,3.0,3.0,0.0,,,[Digivolve] [Tsunomon]/Lv.2 w/[CS] trait: Cost 0,Blue,,Reptile,CS,,1000.0,Data,U,,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Omnimon] in its text and 1 card with the [CS] trait among them to the hand. Return the rest to the bottom of the deck.,[End of Your Turn] This Digimon and any of your other Digimon may DNA digivolve into a Digimon card in the hand.,[Digivolve] [Tsunomon]/Lv.2 w/[CS] trait: Cost 0,Digimon Card Game,gabumon-bt22-017,2025-05-23 18:01:07,Gabumon,633424.0,['BT-22: Booster Cyber Eden'],835172.0,Gabumon (BT22-017),BT22-017,6173.0,451518.0,1611.0,0.06,0.02,0.12,0.1,0.21,0.09
Gabumon - Bond of Friendship,Digimon,LM-022,7.0,8.0,3.0,,,"[Digivolve] While you have 2 or fewer security cards, [Gabumon]: Cost 3",Blue,,Unknown,,,14000.0,Unknown,P,,,"[Hand] [Counter] ＜Blast Digivolve＞ (Your Digimon may digivolve into this card without paying the cost.)
[On Play] [When Digivolving] Return 2 of your opponent's Digimon with equal or fewer digivolution cards than this Digimon to the bottom of the deck.
[When Attacking] [Once Per Turn] If you have a Tamer, unsuspend this Digimon.","Ace Overflow ＜-5＞ (As this card moves from the field or under a card to an area other than those, lose 5 memory.)","[Digivolve] While you have 2 or fewer security cards, [Gabumon]: Cost 3",Digimon Card Game,gabumon-bond-of-friendship-lm-022,2024-05-27 15:14:30,Gabumon - Bond of Friendship ACE,596385.0,"['LM-03: Limited Card Set 2024', 'Special Limited Set']",800398.0,Gabumon - Bond of Friendship Ace (LM-022),LM-022,5963.0,442834.0,1611.0,0.6,0.1,0.56,0.2,0.56,0.58
Gabumon - Bond of Friendship,Digimon,BT6-030,7.0,14.0,3.0,Blue,,,Blue,,Unknown,,,14000.0,Unknown,sr,,,"[When Attacking] [Once Per Turn] If you have a Tamer in play, you may unsuspend this Digimon.
[When Attacking] Return 1 of your opponent's level 5 or lower Digimon to the bottom of its owner's deck.",,,Digimon Card Game,gabumon-bond-of-friendship-bt6-030,2024-05-27 15:14:30,Gabumon - Bond of Friendship,247895.0,['BT-06: Booster Double Diamond'],620698.0,Gabumon - Bond of Friendship (BT6-030),BT6-030,4992.0,405597.0,1611.0,6.98,5.99,5.6,6.0,5.92,6.34
Gabumon (X Antibody),Digimon,BT9-020,3.0,3.0,0.0,Blue,2.0,[Digivolve] [Gabumon]: Cost 0,Blue,,Beast,X Antibody,Rookie,2000.0,Vaccine,u,Rookie,,[On Play] [When Digivolving] Reveal the top 3 cards of your deck. Add 1 card with [Garurumon] or [Omnimon] in its name and 1 [X Antibody] among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,[Digivolve] [Gabumon]: Cost 0,Digimon Card Game,gabumon-x-antibody-bt9-020,2024-05-27 15:14:30,Gabumon (X Antibody),277796.0,['BT-09: Booster X Record'],,,,,,,,,,,,
